test accounts (by provider):, aol.com, delta.blinzeln.de, buzon.uy, disroot.org, fastmail.com, gmail.com, web.de, hotmail.com, icloud.com, ik.me, mail.de, mail.ru, mailo.com, outlook.com, posteo.de, riseup.net, e.email, yahoo.com, yandex.ru, zohomail.eu
time for first configuration (in seconds):, 1.9473516941070557, 0.4797072410583496, 0.7444965839385986, 0.8103318214416504, 1.1633429527282715, 1.6625621318817139, 0.6643974781036377, 0.9940152168273926, 3.1713483333587646, 0.5537197589874268, 0.7060964107513428, 1.6463954448699951, 3.6996560096740723, 1.8887898921966553, 0.7628903388977051, 2.4035959243774414, 0.6810765266418457, 1.584907054901123, 2.8438847064971924, 1.623960018157959
time to login (in seconds):, 0.4699375629425049, 0.24943256378173828, 0.23916149139404297, 0.49613165855407715, 0.6624364852905273, 0.6714692115783691, 0.33030080795288086, 0.5610191822052002, 0.9009459018707275, 0.32775115966796875, 0.3675572872161865, 1.2430927753448486, 7.52898645401001, 0.6947999000549316, 0.40342187881469727, 1.5140955448150635, 0.28912878036499023, 0.49744534492492676, 0.5639927387237549, 0.40950560569763184
