test accounts (by provider):, disroot.org, gmx.de, hotmail.com, aol.com, buzon.uy, ik.me, gmail.com, mail.de, mailbox.org, web.de, e.email, posteo.de, outlook.com, mailo.com, yahoo.com, yandex.ru, mail.ru, fastmail.com, zohomail.eu, icloud.com, riseup.net
time for first setup (in seconds):,9.46934652328491,9.30083441734314,9.33435964584351,9.87399792671204,9.89008975028992,9.98005771636963,10.2775354385376,10.1900112628937,8.83897519111633,6.90234136581421,7.56383204460144,8.94262886047363,9.00663018226624,9.34916639328003,7.58640003204346,7.04562997817993,12.8874144554138,13.545065164566,7.51590847969055,14.5369937419891,13.8126192092896
