test accounts (by provider):, buzon.uy, gmail.com, ik.me, gmx.de, aol.com, fastmail.com, mailbox.org, e.email, posteo.de, mail.de, web.de, outlook.com, disroot.org, icloud.com, zohomail.eu, yandex.ru, yahoo.com, mail.ru, riseup.net, hotmail.com, mailo.com
time to login (in seconds):, 8.289264917373657, 8.249184608459473, 8.248981952667236, 8.54456090927124, 9.399255752563477, 9.366913080215454, 6.8981194496154785, 5.528534650802612, 7.375348329544067, 9.31361198425293, 5.549740552902222, 8.288364887237549, 11.074476957321167, 11.440563917160034, 6.8680195808410645, 7.167338848114014, 7.656205177307129, 12.29571008682251, 10.133335590362549, 19.6848783493042, 38.73570108413696
